Vecindario,Vecindario Latitude,Vecindario Longitude,Lugar,Lugar Latitude,Lugar Longitude,Categoria Lugar
Ralph Bunche,37.8136,-122.287,Pretty Lady,37.8139,-122.292,Diner
Ralph Bunche,37.8136,-122.287,Mandela Parkway,37.8176,-122.29,Park
Ralph Bunche,37.8136,-122.287,Taqueria Perla,37.816,-122.287,Food Truck
Ralph Bunche,37.8136,-122.287,DeFremery Playground,37.8122,-122.286,Playground
Ralph Bunche,37.8136,-122.287,Town Park,37.8127,-122.287,Skate Park
Ralph Bunche,37.8136,-122.287,Pacific Pipe Climbing,37.8151,-122.289,Climbing Gym
Ralph Bunche,37.8136,-122.287,DeFremery Park,37.8118,-122.286,Park
Ralph Bunche,37.8136,-122.287,DeFremery Skatepark,37.8118,-122.286,Skate Park
Ralph Bunche,37.8136,-122.287,Glass Pro,37.8163,-122.286,Auto Workshop
Ralph Bunche,37.8136,-122.287,Ponderosa Millworks,37.8167,-122.285,Construction & Landscaping
Ralph Bunche,37.8136,-122.287,Kowbird,37.8139,-122.292,Fried Chicken Joint
Ralph Bunche,37.8136,-122.287,Re-Up Refill Shop,37.817,-122.285,Supplement Shop
Ralph Bunche,37.8136,-122.287,Always Aloha Shave Ice Co.,37.8171,-122.285,Dessert Shop
Ralph Bunche,37.8136,-122.287,sunbeam market,37.8098,-122.286,Liquor Store
Ralph Bunche,37.8136,-122.287,Cool Neon,37.8114,-122.292,Electronics Store
Ralph Bunche,37.8136,-122.287,LoBot Gallery,37.8148,-122.293,Art Gallery
Ralph Bunche,37.8136,-122.287,Oakland Market,37.8118,-122.282,Liquor Store
Rancho San Antonio (neighborhood),37.7887,-122.24,Ba Le Sandwich Shop,37.7864,-122.241,Vietnamese Restaurant
Rancho San Antonio (neighborhood),37.7887,-122.24,Taqueria Sinaloa & Taco Trucks,37.7848,-122.238,Mexican Restaurant
Rancho San Antonio (neighborhood),37.7887,-122.24,Philomena Pizza,37.7921,-122.243,Pizza Place
Rancho San Antonio (neighborhood),37.7887,-122.24,San Antonio Park,37.7897,-122.241,Park
Rancho San Antonio (neighborhood),37.7887,-122.24,Jalisco Restaurant,37.7871,-122.243,Mexican Restaurant
Rancho San Antonio (neighborhood),37.7887,-122.24,Nexus Recording Studio,37.7863,-122.242,Recording Studio
Rancho San Antonio (neighborhood),37.7887,-122.24,Supermercado Los Pericos,37.7885,-122.245,Grocery Store
Rancho San Antonio (neighborhood),37.7887,-122.24,Taco Truck,37.7913,-122.244,Food Truck
Rancho San Antonio (neighborhood),37.7887,-122.24,A&G Market,37.7915,-122.237,Grocery Store
Rancho San Antonio (neighborhood),37.7887,-122.24,Blue & Gold Liquor,37.7922,-122.243,Liquor Store
Rancho San Antonio (neighborhood),37.7887,-122.24,Vida's,37.7922,-122.243,Southern / Soul Food Restaurant
Rancho San Antonio (neighborhood),37.7887,-122.24,Continental Lodge,37.7894,-122.245,Motel
Rancho San Antonio (neighborhood),37.7887,-122.24,Mike's Bait,37.7924,-122.242,Sporting Goods Shop
Rancho San Antonio (neighborhood),37.7887,-122.24,Mithapheap Thai Grocery,37.7896,-122.245,Imported Food Shop
Rancho San Antonio (neighborhood),37.7887,-122.24,Sontepheap Market,37.7897,-122.245,Grocery Store
Rancho San Antonio (neighborhood),37.7887,-122.24,Mom's Bun Mi,37.7894,-122.246,Sandwich Place
Redwood Heights,37.798,-122.187,Sparky's Giant Burgers,37.797,-122.182,Burger Joint
Redwood Heights,37.798,-122.187,Jamba,37.7977,-122.182,Smoothie Shop
Redwood Heights,37.798,-122.187,Peet’s Coffee & Tea,37.7977,-122.182,Coffee Shop
Redwood Heights,37.798,-122.187,The UPS Store (The UPS Store #7098),37.7977,-122.182,Shipping Store
Redwood Heights,37.798,-122.187,Redwood Heights Recreation Center,37.7979,-122.185,Gym / Fitness Center
Redwood Heights,37.798,-122.187,Safeway,37.7982,-122.183,Grocery Store
Redwood Heights,37.798,-122.187,CVS pharmacy,37.7981,-122.182,Pharmacy
Redwood Heights,37.798,-122.187,Red Boy Pizza Redwood Road,37.7979,-122.182,Pizza Place
Redwood Heights,37.798,-122.187,Lincoln Square Shopping Center,37.7979,-122.183,Shopping Mall
Redwood Heights,37.798,-122.187,Lincoln Square Liquors,37.7978,-122.182,Liquor Store
Redwood Heights,37.798,-122.187,Cafe Galleria,37.7978,-122.182,Café
Redwood Heights,37.798,-122.187,Valley Center for the Performing Arts,37.8018,-122.187,College Theater
Redwood Heights,37.798,-122.187,Bay Cleaners,37.7967,-122.182,Dry Cleaner
Redwood Heights,37.798,-122.187,Hunan Yuan,37.7979,-122.182,Chinese Restaurant
Rockridge,37.8448,-122.251,Zachary's Chicago Pizza,37.8463,-122.252,Pizza Place
Rockridge,37.8448,-122.251,Trader Joe's,37.8454,-122.252,Grocery Store
Rockridge,37.8448,-122.251,Rockridge Market Hall,37.8439,-122.252,Market
Rockridge,37.8448,-122.251,Highwire Coffee Roasters,37.8438,-122.252,Coffee Shop
Rockridge,37.8448,-122.251,The Pasta Shop,37.844,-122.252,Gourmet Shop
Rockridge,37.8448,-122.251,Ain’t Normal Cafe,37.8449,-122.252,Coffee Shop
Rockridge,37.8448,-122.251,Ramen Shop,37.8463,-122.252,Ramen Restaurant
Rockridge,37.8448,-122.251,Jules Thin Crust,37.8463,-122.252,Pizza Place
Rockridge,37.8448,-122.251,Smitten Ice Cream,37.8462,-122.252,Ice Cream Shop
Rockridge,37.8448,-122.251,Market Hall Bakery,37.8439,-122.252,Bakery
Rockridge,37.8448,-122.251,Pegasus Books,37.8432,-122.251,Bookstore
Rockridge,37.8448,-122.251,Market Hall Produce,37.8436,-122.253,Grocery Store
Rockridge,37.8448,-122.251,Rockridge Improvement Club,37.8429,-122.252,Bar
Rockridge,37.8448,-122.251,Ben 'N Nick's Bar & Grill,37.8436,-122.252,Bar
Rockridge,37.8448,-122.251,Hapuku Fish Market,37.8439,-122.252,Seafood Restaurant
Rockridge,37.8448,-122.251,Redfield Cider Bar,37.8464,-122.252,Bar
Rockridge,37.8448,-122.251,Millennium,37.8474,-122.252,Vegetarian / Vegan Restaurant
Rockridge,37.8448,-122.251,Cactus Taqueria,37.8442,-122.252,Taco Place
Rockridge,37.8448,-122.251,Stript Wax Bar,37.8467,-122.252,Cosmetics Shop
Rockridge,37.8448,-122.251,À Côté,37.8421,-122.251,Mediterranean Restaurant
Rockridge,37.8448,-122.251,Rockridge Cafe,37.8423,-122.252,Breakfast Spot
Rockridge,37.8448,-122.251,Kitchen Story,37.8407,-122.251,Breakfast Spot
Rockridge,37.8448,-122.251,Crepevine,37.8435,-122.251,Café
Rockridge,37.8448,-122.251,Atomic Garden,37.8413,-122.251,Boutique
Rockridge,37.8448,-122.251,Boba Guys,37.8476,-122.252,Bubble Tea Shop
Rockridge,37.8448,-122.251,Transports,37.8485,-122.252,Sporting Goods Shop
Rockridge,37.8448,-122.251,Namaste Yoga & Wellness,37.8405,-122.251,Yoga Studio
Rockridge,37.8448,-122.251,Sukho Thai,37.8426,-122.252,Thai Restaurant
Rockridge,37.8448,-122.251,SWEAT Strength + Cycling,37.8405,-122.251,Gym / Fitness Center
Rockridge,37.8448,-122.251,Beer Baron Bar,37.8472,-122.252,Beer Bar
Rockridge,37.8448,-122.251,Eddie's Drive-Thru Liquors,37.8421,-122.252,Liquor Store
Rockridge,37.8448,-122.251,"Diesel, A Bookstore",37.841,-122.252,Bookstore
Rockridge,37.8448,-122.251,Bittersweet Chocolate Cafe,37.8408,-122.251,Café
Rockridge,37.8448,-122.251,Groove Yard,37.8446,-122.256,Record Shop
Rockridge,37.8448,-122.251,Uzen,37.8406,-122.252,Sushi Restaurant
Rockridge,37.8448,-122.251,Yimm,37.8491,-122.252,Thai Restaurant
Rockridge,37.8448,-122.251,The Golden Squirrel,37.848,-122.252,Restaurant
Rockridge,37.8448,-122.251,Filippos,37.8403,-122.251,Italian Restaurant
Rockridge,37.8448,-122.251,Soi4,37.8406,-122.252,Thai Restaurant
Rockridge,37.8448,-122.251,Enoteca Molinari,37.8419,-122.251,Italian Restaurant
Rockridge,37.8448,-122.251,George & Walt's,37.8411,-122.252,Bar
Rockridge,37.8448,-122.251,Shell,37.8438,-122.247,Gas Station
Rockridge,37.8448,-122.251,Pedestrian Way,37.8455,-122.255,Trail
Rockridge,37.8448,-122.251,Romy's Barber Shop,37.8454,-122.255,Cosmetics Shop
Rockridge,37.8448,-122.251,Rockridge Home,37.8407,-122.251,Furniture / Home Store
Rockridge,37.8448,-122.251,Wally's World Market,37.8447,-122.256,Liquor Store
San Pablo Gateway,37.8089,-122.274,Belly Uptown,37.8091,-122.273,Taco Place
San Pablo Gateway,37.8089,-122.274,The New Parish,37.8078,-122.273,Nightclub
San Pablo Gateway,37.8089,-122.274,Plenty Oakland,37.8085,-122.273,Café
San Pablo Gateway,37.8089,-122.274,Hopscotch Restaurant & Bar,37.8093,-122.273,New American Restaurant
San Pablo Gateway,37.8089,-122.274,Cape & Cowl,37.8067,-122.273,Comic Shop
San Pablo Gateway,37.8089,-122.274,Fox Theater,37.8081,-122.271,Music Venue
San Pablo Gateway,37.8089,-122.274,Oakland Ice Center,37.8074,-122.271,Skating Rink
San Pablo Gateway,37.8089,-122.274,Great Western Power Company,37.8098,-122.27,Climbing Gym
San Pablo Gateway,37.8089,-122.274,Bar Shiru,37.8064,-122.27,Bar
San Pablo Gateway,37.8089,-122.274,Cafe Van Kleef,37.8067,-122.27,Bar
San Pablo Gateway,37.8089,-122.274,Shinmai,37.8082,-122.273,Ramen Restaurant
San Pablo Gateway,37.8089,-122.274,Flax Art & Design,37.8071,-122.276,Arts & Crafts Store
San Pablo Gateway,37.8089,-122.274,Little Giant Ice Cream,37.8091,-122.27,Ice Cream Shop
San Pablo Gateway,37.8089,-122.274,Make Westing,37.8076,-122.27,Cocktail Bar
San Pablo Gateway,37.8089,-122.274,Xolo,37.8084,-122.27,Mexican Restaurant
San Pablo Gateway,37.8089,-122.274,Paramount Theatre,37.8099,-122.269,Music Venue
San Pablo Gateway,37.8089,-122.274,The Punchdown,37.8074,-122.27,Wine Bar
San Pablo Gateway,37.8089,-122.274,Somar Bar and Lounge,37.8073,-122.27,Lounge
San Pablo Gateway,37.8089,-122.274,Duende,37.8081,-122.27,Tapas Restaurant
San Pablo Gateway,37.8089,-122.274,Rio California,37.8057,-122.277,Brazilian Restaurant
San Pablo Gateway,37.8089,-122.274,In The Groove Studios,37.8057,-122.275,Dance Studio
San Pablo Gateway,37.8089,-122.274,Catered To You,37.807,-122.27,American Restaurant
San Pablo Gateway,37.8089,-122.274,SoleSpace,37.8071,-122.27,Shoe Store
San Pablo Gateway,37.8089,-122.274,First Edition,37.8081,-122.269,Cocktail Bar
San Pablo Gateway,37.8089,-122.274,Hello Stranger,37.8071,-122.269,Cocktail Bar
San Pablo Gateway,37.8089,-122.274,Ume Yoga,37.8055,-122.271,Yoga Studio
San Pablo Gateway,37.8089,-122.274,Piedmont Piano Company,37.8077,-122.272,Music Store
San Pablo Gateway,37.8089,-122.274,World Famous Hotboys,37.8065,-122.272,Fried Chicken Joint
San Pablo Gateway,37.8089,-122.274,Bar Dogwood,37.8067,-122.27,Cocktail Bar
San Pablo Gateway,37.8089,-122.274,African American Museum & Library at Oakland,37.8062,-122.276,History Museum
San Pablo Gateway,37.8089,-122.274,Fauna,37.8083,-122.27,Cocktail Bar
San Pablo Gateway,37.8089,-122.274,The Miranda,37.8074,-122.27,Bar
San Pablo Gateway,37.8089,-122.274,Tambo,37.806,-122.275,Peruvian Restaurant
San Pablo Gateway,37.8089,-122.274,The Bodega at Duende,37.8081,-122.27,Café
San Pablo Gateway,37.8089,-122.274,Sweets Historic Ballroom,37.8083,-122.269,Concert Hall
San Pablo Gateway,37.8089,-122.274,Tierra Mia Coffee,37.8092,-122.268,Coffee Shop
San Pablo Gateway,37.8089,-122.274,Barefoot Movement,37.8067,-122.27,Yoga Studio
San Pablo Gateway,37.8089,-122.274,Saigon Restaurant,37.8058,-122.272,Vietnamese Restaurant
San Pablo Gateway,37.8089,-122.274,Subway,37.8062,-122.274,Sandwich Place
San Pablo Gateway,37.8089,-122.274,Caffe Teatro,37.8057,-122.271,Coffee Shop
San Pablo Gateway,37.8089,-122.274,Oakland Art & Soul,37.8046,-122.274,Music Venue
San Pablo Gateway,37.8089,-122.274,City Cup,37.8049,-122.275,Café
San Pablo Gateway,37.8089,-122.274,Starbucks,37.8044,-122.274,Coffee Shop
San Pablo Gateway,37.8089,-122.274,Juice Joint Eatery,37.8059,-122.272,Sandwich Place
San Pablo Gateway,37.8089,-122.274,Frank H Ogawa Plaza,37.8052,-122.272,Monument / Landmark
San Pablo Gateway,37.8089,-122.274,Noah's Bagels,37.8046,-122.273,Bagel Shop
San Pablo Gateway,37.8089,-122.274,Crossburgers,37.8054,-122.272,Burger Joint
San Pablo Gateway,37.8089,-122.274,Uncle Willie's BBQ and Fish,37.8059,-122.275,BBQ Joint
San Pablo Gateway,37.8089,-122.274,Bhugay's Katsu Curry,37.8056,-122.275,Japanese Curry Restaurant
San Pablo Gateway,37.8089,-122.274,Millennium Market,37.8108,-122.277,Market
Santa Fe,37.2588,-121.97,Bay Club Courtside,37.2557,-121.967,Gym
Santa Fe,37.2588,-121.97,Cafe El Gato,37.2624,-121.97,Restaurant
Santa Fe,37.2588,-121.97,Courtside Pool,37.2559,-121.967,Pool
Santa Fe,37.2588,-121.97,OmiNinja,37.2588,-121.965,Food Truck
Sausal Creek (Neighborhood),37.8175,-122.21,Montclair Golf Enterprises,37.8187,-122.208,Golf Course
Sausal Creek (Neighborhood),37.8175,-122.21,Khochatsky Lodge and Breakfast,37.8172,-122.208,Flea Market
Sausal Creek (Neighborhood),37.8175,-122.21,Dimond Canyon Trail,37.818,-122.208,Trail
Sausal Creek (Neighborhood),37.8175,-122.21,Bridge View Trail,37.8136,-122.212,Trail
School (Neighborhood),37.7933,-122.249,Phở Ao Sen,37.7903,-122.25,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Chai Thai Noodles,37.7951,-122.253,Thai Restaurant
School (Neighborhood),37.7933,-122.249,Phở Gá Hủỏng Quê Cafe,37.7938,-122.253,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Pho King,37.7946,-122.252,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Dà Nang Quán,37.7941,-122.254,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Thanh Ky Restaurant,37.7936,-122.253,Asian Restaurant
School (Neighborhood),37.7933,-122.249,Cam Huong Cafe,37.7942,-122.252,Asian Restaurant
School (Neighborhood),37.7933,-122.249,Tijuana,37.7899,-122.247,Mexican Restaurant
School (Neighborhood),37.7933,-122.249,Quickly 快可立,37.7942,-122.254,Bubble Tea Shop
School (Neighborhood),37.7933,-122.249,Mekong Restaurant,37.7925,-122.252,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Pho Hoa Lao,37.7939,-122.252,Vietnamese Restaurant
School (Neighborhood),37.7933,-122.249,Rainbow Cafe,37.794,-122.252,Chinese Restaurant
School (Neighborhood),37.7933,-122.249,7-Eleven,37.7957,-122.253,Convenience Store
School (Neighborhood),37.7933,-122.249,Three Amigo Liquor,37.791,-122.245,Liquor Store
School (Neighborhood),37.7933,-122.249,Lucky Seafood Market,37.7898,-122.249,Fish Market
Seminary,37.7673,-122.2,El Torero,37.7653,-122.2,Mexican Restaurant
Seminary,37.7673,-122.2,International And Seminary,37.7651,-122.199,Intersection
Seminary,37.7673,-122.2,Seminary & Foothill,37.7681,-122.195,Intersection
Seminary,37.7673,-122.2,CHARLIES LAS PALMAS,37.7636,-122.197,Burrito Place
Seminary,37.7673,-122.2,Kwik Way Burgers,37.7636,-122.197,Burger Joint
Sequoyah,37.7605,-122.14,Leblanc Dairy,37.7606,-122.142,Food
Sequoyah,37.7605,-122.14,Topnotch Builders,37.7599,-122.139,Construction & Landscaping
Sequoyah,37.7605,-122.14,Pie Hole Truck,37.7614,-122.145,Food Truck
Sheffield Village,37.7349,-122.134,Sheffield Village Park,37.735,-122.135,Park
Sheffield Village,37.7349,-122.134,Tacos El Carretero,37.7369,-122.136,Food Truck
Sheffield Village,37.7349,-122.134,Instituto Del Ballet Folklorico Mexicano,37.7358,-122.139,Dance Studio
Sheffield Village,37.7349,-122.134,Shining Shimmering Splendor,37.731,-122.134,Brewery
Sheffield Village,37.7349,-122.134,Chabot Disc Golf,37.7314,-122.131,Disc Golf
Shepherd Canyon,37.8269,-122.202,Shepherd Canyon Park,37.8265,-122.202,Trail
Skyline-Hillcrest Estates,37.7932,-122.165,"100. Black Men, Hot Cuban Nights",37.7955,-122.163,Bar
Skyline-Hillcrest Estates,37.7932,-122.165,Hotdog Stand at Merritt College,37.7893,-122.166,Hot Dog Joint
Sobrante Park (Neighborhood),37.7267,-122.177,Local Gate Service,37.7271,-122.174,Home Service
Sobrante Park (Neighborhood),37.7267,-122.177,Brookside Lounge,37.7265,-122.174,Bar
Sobrante Park (Neighborhood),37.7267,-122.177,San Leandro Street Eats,37.7246,-122.174,Food Truck
South Kennedy Tract,37.7681,-122.226,Ohana Hawaiian BBQ,37.7685,-122.232,Hawaiian Restaurant
South Kennedy Tract,37.7681,-122.226,24 Hour Fitness,37.7692,-122.225,Gym / Fitness Center
South Kennedy Tract,37.7681,-122.226,Hand & Stone,37.7685,-122.232,Massage Studio
South Kennedy Tract,37.7681,-122.226,Pet Food Express,37.7684,-122.232,Pet Store
South Kennedy Tract,37.7681,-122.226,Restaurant Depot/Jetro,37.7657,-122.223,Kitchen Supply Store
South Kennedy Tract,37.7681,-122.226,Wingstop,37.7686,-122.232,Wings Joint
South Kennedy Tract,37.7681,-122.226,The Home Depot,37.7695,-122.223,Hardware Store
South Kennedy Tract,37.7681,-122.226,Fruitvale Bridge Park,37.7684,-122.231,Park
South Kennedy Tract,37.7681,-122.226,Jetro Cash & Carry,37.7657,-122.222,Grocery Store
South Kennedy Tract,37.7681,-122.226,Hashi Gawa,37.7685,-122.232,Sushi Restaurant
South Prescott,37.8044,-122.298,Life Changing Ministries,37.807,-122.298,Music Venue
South Prescott,37.8044,-122.298,Pupuseria y Taqueria Comalapa,37.8056,-122.296,Latin American Restaurant
South Prescott,37.8044,-122.298,Mandela Foods Cooperative,37.8052,-122.294,Grocery Store
South Prescott,37.8044,-122.298,Revolution Cafe,37.8062,-122.298,Café
South Prescott,37.8044,-122.298,99 Cents Only Stores,37.8051,-122.295,Discount Store
South Prescott,37.8044,-122.298,SUBWAY,37.8052,-122.294,Sandwich Place
South Prescott,37.8044,-122.298,West Oakland BART Station,37.805,-122.295,Metro Station
South Prescott,37.8044,-122.298,Upperkutz,37.8058,-122.296,Cosmetics Shop
South Prescott,37.8044,-122.298,Other Side Of The Bay,37.8048,-122.295,Light Rail Station
South Prescott,37.8044,-122.298,Tacos la Perla #2 (truck),37.8045,-122.295,Food Truck
South Prescott,37.8044,-122.298,Fresh and Natural Cafe,37.8055,-122.301,Food
South Prescott,37.8044,-122.298,Fortune Cookie,37.8067,-122.301,Chinese Restaurant
South Prescott,37.8044,-122.298,Coinmata,37.807,-122.301,ATM
South Prescott,37.8044,-122.298,State Market Liquors,37.807,-122.301,Liquor Store
South Prescott,37.8044,-122.298,Esther's Breakfast Club,37.8071,-122.302,Food
South Stonehurst,37.7351,-122.176,Scotty's Liquor,37.7338,-122.176,Liquor Store
South Stonehurst,37.7351,-122.176,StoneCity 100's,37.7339,-122.174,Vineyard
South Stonehurst,37.7351,-122.176,Mews Market,37.7348,-122.174,Liquor Store
South Stonehurst,37.7351,-122.176,Rositas,37.7363,-122.171,Mexican Restaurant
South Stonehurst,37.7351,-122.176,Leads by Damon,37.7308,-122.174,Business Service
South Stonehurst,37.7351,-122.176,michael's,37.7356,-122.17,Arts & Crafts Store
Spencer,37.7563,-122.193,Oakland Airport Connector,37.7574,-122.194,Metro Station
Spencer,37.7563,-122.193,KW Maintenance And Handyman Service,37.7563,-122.192,Home Service
Spencer,37.7563,-122.193,Sizemore Services,37.7547,-122.19,Construction & Landscaping
Spencer,37.7563,-122.193,Snack Stand,37.7539,-122.197,Snack Place
Spencer,37.7563,-122.193,Greenman Field,37.7601,-122.194,Park
Spencer,37.7563,-122.193,Coliseum BART Station,37.7537,-122.197,Metro Station
Spencer,37.7563,-122.193,Route 73 Bus Stop Westbound,37.7536,-122.197,Bus Stop
Spencer,37.7563,-122.193,International Taqueria,37.7537,-122.197,Snack Place
St. Elizabeth,37.7788,-122.222,Nyum Bai,37.7762,-122.224,Cambodian Restaurant
St. Elizabeth,37.7788,-122.222,Nieves Cinco De Mayo,37.7762,-122.224,Ice Cream Shop
St. Elizabeth,37.7788,-122.222,Reem's California,37.7753,-122.225,Restaurant
St. Elizabeth,37.7788,-122.222,Los Cocos Salvadoran Restaurant,37.7784,-122.226,Latin American Restaurant
St. Elizabeth,37.7788,-122.222,Tacos Sinaloa #4,37.7766,-122.227,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,Taquerias El Farolito,37.7755,-122.221,Burrito Place
St. Elizabeth,37.7788,-122.222,Quickly 快可立,37.7767,-122.225,Bubble Tea Shop
St. Elizabeth,37.7788,-122.222,Mariscos La Costa,37.7752,-122.221,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,San Jose Taqueria,37.7762,-122.223,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,Obelisco Restaurant,37.7758,-122.224,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,Emil's Burger & Breakfast,37.7755,-122.224,Burger Joint
St. Elizabeth,37.7788,-122.222,Mi Grullense Restaurant & Tequila Bar,37.7786,-122.226,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,Powderface Cafe,37.7752,-122.225,Coffee Shop
St. Elizabeth,37.7788,-122.222,T-Mobile,37.7759,-122.223,Mobile Phone Shop
St. Elizabeth,37.7788,-122.222,Chase Bank,37.7775,-122.225,Bank
St. Elizabeth,37.7788,-122.222,Subway,37.776,-122.225,Sandwich Place
St. Elizabeth,37.7788,-122.222,Little Caesars Pizza,37.7775,-122.226,Pizza Place
St. Elizabeth,37.7788,-122.222,Papa John's Pizza,37.7757,-122.224,Pizza Place
St. Elizabeth,37.7788,-122.222,Domino's Pizza,37.7766,-122.226,Pizza Place
St. Elizabeth,37.7788,-122.222,Shell,37.7752,-122.22,Gas Station
St. Elizabeth,37.7788,-122.222,Wendy’s,37.7775,-122.226,Fast Food Restaurant
St. Elizabeth,37.7788,-122.222,La Casita,37.7798,-122.218,Mexican Restaurant
St. Elizabeth,37.7788,-122.222,AANR market,37.7817,-122.219,Market
St. Elizabeth,37.7788,-122.222,Pizza Guys,37.7818,-122.219,Pizza Place
St. Elizabeth,37.7788,-122.222,Ciudad De Mexico,37.775,-122.22,Bookstore
St. Elizabeth,37.7788,-122.222,La Finca,37.7787,-122.217,Grocery Store
Temescal,37.8372,-122.259,Pizzaiolo,37.8366,-122.262,Pizza Place
Temescal,37.8372,-122.259,Temescal Alley,37.836,-122.262,Plaza
Temescal,37.8372,-122.259,Whole Foods Market,37.8374,-122.262,Grocery Store
Temescal,37.8372,-122.259,Temescal Farmers' Market,37.8397,-122.259,Farmers Market
Temescal,37.8372,-122.259,Esqueleto,37.836,-122.262,Jewelry Store
Temescal,37.8372,-122.259,Curbside Creamery,37.836,-122.262,Ice Cream Shop
Temescal,37.8372,-122.259,Roses' Taproom,37.8364,-122.262,Brewery
Temescal,37.8372,-122.259,Bakesale Betty,37.837,-122.262,Bakery
Temescal,37.8372,-122.259,Cholita Linda,37.8362,-122.263,Latin American Restaurant
Temescal,37.8372,-122.259,Ali Golden,37.8362,-122.262,Boutique
Temescal,37.8372,-122.259,Standard & Strange,37.8361,-122.262,Clothing Store
Temescal,37.8372,-122.259,Crimson Horticultural Rarities,37.836,-122.262,Flower Shop
Temescal,37.8372,-122.259,Preserved Oakland,37.837,-122.262,Organic Grocery
Temescal,37.8372,-122.259,BOOK/SHOP,37.8361,-122.262,Bookstore
Temescal,37.8372,-122.259,The Kingfish Pub & Cafe,37.8384,-122.262,Bar
Temescal,37.8372,-122.259,Asmara Restaurant,37.8368,-122.262,Ethiopian Restaurant
Temescal,37.8372,-122.259,The Cro Cafe,37.836,-122.262,Coffee Shop
Temescal,37.8372,-122.259,Marufuku Ramen,37.835,-122.263,Ramen Restaurant
Temescal,37.8372,-122.259,F.O.B. Kitchen,37.8376,-122.263,Filipino Restaurant
Temescal,37.8372,-122.259,Burma Superstar,37.8347,-122.263,Burmese Restaurant
Temescal,37.8372,-122.259,The Well Cafe,37.8401,-122.262,Café
Temescal,37.8372,-122.259,Temescal District,37.8354,-122.263,Neighborhood
Temescal,37.8372,-122.259,North Light,37.8361,-122.263,Café
Temescal,37.8372,-122.259,Hawking Bird,37.8359,-122.263,Thai Restaurant
Temescal,37.8372,-122.259,Snail Bar,37.8368,-122.264,Wine Bar
Temescal,37.8372,-122.259,Sagrada Sacred Arts,37.8365,-122.262,Bookstore
Temescal,37.8372,-122.259,17 Jewels Salon + Spa,37.8351,-122.263,Salon / Barbershop
Temescal,37.8372,-122.259,The Wine Mine,37.8398,-122.262,Wine Bar
Temescal,37.8372,-122.259,Homestead Apothecary,37.8363,-122.262,Health Food Store
Temescal,37.8372,-122.259,La Calaca Loca,37.8377,-122.263,Mexican Restaurant
Temescal,37.8372,-122.259,Mariposa Baking,37.8399,-122.262,Bakery
Temescal,37.8372,-122.259,Ruby's Garden,37.8369,-122.262,Kids Store
Temescal,37.8372,-122.259,The Avenue,37.835,-122.263,Dive Bar
Temescal,37.8372,-122.259,Aunt Mary's Cafe,37.8342,-122.263,Breakfast Spot
Temescal,37.8372,-122.259,Tara's Organic Ice Cream,37.8348,-122.263,Ice Cream Shop
Temescal,37.8372,-122.259,Abesha Ethiopean Cuisine,37.8366,-122.264,African Restaurant
Temescal,37.8372,-122.259,Chef Yu - Yuyu Za Zang,37.8354,-122.263,Korean Restaurant
Temescal,37.8372,-122.259,Caspers,37.84,-122.262,Hot Dog Joint
Temescal,37.8372,-122.259,Temescal Pool,37.8334,-122.257,Pool
Temescal,37.8372,-122.259,Bites Off Broadway,37.8333,-122.257,Food Truck
Temescal,37.8372,-122.259,Alem's Coffee,37.8405,-122.26,Coffee Shop
Temescal,37.8372,-122.259,Leo's Pro Audio,37.8401,-122.262,Music Store
Temescal,37.8372,-122.259,Gym Class Fitness,37.8397,-122.263,Record Shop
The Laurel District,37.7947,-122.201,Sequoia Diner,37.7919,-122.199,Breakfast Spot
The Laurel District,37.7947,-122.201,Farmer Joe’s Marketplace,37.7935,-122.201,Grocery Store
The Laurel District,37.7947,-122.201,Therapy,37.7912,-122.199,Furniture / Home Store
The Laurel District,37.7947,-122.201,The Food Mill,37.797,-122.204,Grocery Store
The Laurel District,37.7947,-122.201,Lounge 3411,37.7941,-122.201,Nightclub
The Laurel District,37.7947,-122.201,Wing Wah,37.7972,-122.205,Chinese Restaurant
The Laurel District,37.7947,-122.201,Goodwill,37.7929,-122.2,Thrift / Vintage Store
The Laurel District,37.7947,-122.201,Kids 'N Dance,37.7914,-122.198,Dance Studio
The Laurel District,37.7947,-122.201,Domino's Pizza,37.7923,-122.2,Pizza Place
The Laurel District,37.7947,-122.201,World Ground Cafe,37.7921,-122.199,Café
The Laurel District,37.7947,-122.201,Miliki,37.7918,-122.199,African Restaurant
The Laurel District,37.7947,-122.201,KFC,37.792,-122.199,Fried Chicken Joint
The Laurel District,37.7947,-122.201,Wawa Thai Food,37.7971,-122.204,Thai Restaurant
The Laurel District,37.7947,-122.201,Hello Flower Shop,37.7914,-122.199,Flower Shop
The Laurel District,37.7947,-122.201,Naturally Yours Hair Care,37.7974,-122.205,Salon / Barbershop
